0,119.49,22.632,154.16,33.947,60.281,77.289,10.768,94.463,131.22,43.732,164.72,130.41,66.117,48.209,57.764,167.84,136.71,163.08,36.385,40.875,154.21,100.22,172.47,8.6936,99.427,35.199,28.052,76.256,139.47,135.31,73.697,124.21,4.0061,131.19,146.81,6.3015,23.108,131.4,1.4873,34.307,41.748,51.374,148.41,152.08,144.34,165.28,99.996,152.77,95.291,141.23
10,9.1917,3.3687,1.7702,4.7464,8.8217,6.4027,0.71989,7.8492,4.546,2.2209,3.6963,7.588,19.561,7.5492,0.60702,6.0223,2.1428,4.5184,8.4983,0.051698,4.0904,13.735,5.5704,5.8193,0.69756,12.754,6.0809,8.7135,0.73015,11.25,5.0617,20.909,3.1611,2.5592,0.89875,1.5268,11.805,14.186,4.3794,3.1601,9.9093,10.509,4.5022,8.1209,6.7357,0.93169,9.2901,7.2882,0.95588,7.3553
20,4.7994,2.1405,4.9815,6.9895,6.7776,12.221,12.13,9.3016,3.8888,8.9537,2.342,3.0248,13.138,2.9488,6.3717,8.1629,1.1146,2.0665,0.5256,5.708,1.3427,7.1496,6.2269,7.6813,0.03488,11.495,0.95472,1.2246,1.5598,2.2505,3.4584,10.41,4.532,6.401,2.6588,0.14767,10.251,10.82,1.2199,8.4002,3.011,1.0763,5.9517,14.049,0.084107,2.5106,13.977,1.2031,5.68,7.0733
30,11.064,3.4027,1.3736,0.97553,5.8026,8.7901,7.6863,5.5397,9.6765,11.837,2.4032,6.0874,23.917,8.3175,1.5192,8.4592,0.50205,7.3499,1.3285,9.5315,3.4681,0.8987,1.0477,1.9705,3.8401,2.5672,2.0296,12.541,17.803,4.8264,0.69231,14.665,6.0571,0.80244,6.8786,0.76257,6.803,4.4439,4.1629,7.4287,3.4824,4.863,0.95769,8.6127,5.7912,4.2038,13.524,0.42586,2.8148,7.9788
40,14.772,1.1506,3.9069,2.5094,1.6788,6.7356,0.39172,4.0957,0.67779,0.62986,3.088,15.331,14.634,4.4117,5.449,6.3952,3.2421,5.8062,4.2915,0.77777,3.5621,14.587,1.0112,3.4408,3.2961,9.0312,8.3272,3.3208,5.5637,16.672,17.044,16.537,4.6398,0.31952,0.63928,3.0916,9.0512,0.5487,1.8954,4.2438,8.6748,1.0908,0.91826,4.6932,5.1955,0.87354,16.042,3.053,0.26334,6.6648
50,16.111,1.612,2.3557,5.7849,0.55874,15.142,7.0117,1.3309,2.7694,7.8603,1.3928,2.4267,14.471,0.47441,5.4843,3.4373,9.8371,12.679,0.80901,1.5522,8.3491,9.8518,2.2776,3.5802,1.5511,12.091,3.3821,2.2328,8.3726,4.097,16.429,20.948,0.4535,2.8966,9.5683,4.7593,7.3804,1.5764,8.3808,3.4219,1.125,4.0196,2.0733,0.50573,0.58349,1.8607,13.299,3.2862,0.011184,3.393
60,12.123,4.23,0.41254,5.5741,6.1819,2.8491,0.63363,3.2588,3.519,4.2793,4.3863,6.9766,11.061,13.855,11.539,13.586,8.1464,9.9823,1.2026,5.3324,5.3447,3.3207,0.39239,2.3497,1.3807,2.0919,3.1378,8.6288,1.2056,14.876,10.178,6.2296,1.1716,9.2102,1.1278,0.90932,4.5867,12.57,0.6177,5.359,0.84032,5.5119,2.7716,1.5151,3.372,7.95,26.374,0.49878,0.98867,6.788
70,3.9184,5.3714,1.059,0.14181,2.9029,3.7247,0.63725,0.0057733,8.0246,6.8344,2.3072,10.008,14.378,4.3921,10.955,3.6528,0.76484,0.33242,3.1652,2.075,13.155,2.9014,2.3888,11.43,6.7184,4.6695,0.6365,1.433,8.3316,13.412,5.524,16.17,0.50346,3.2078,1.0329,3.4703,0.50803,7.3884,1.9848,6.8968,1.5428,9.8748,0.20532,5.6157,2.6789,2.9692,14.265,0.37922,0.18942,11.877
80,7.5741,6.9434,0.29478,5.1566,3.9839,9.8097,2.719,10.574,2.6753,4.4398,7.6936,10.38,17.726,6.3475,5.3116,11.099,1.7331,5.732,0.91504,1.2462,1.57,3.4708,5.9572,3.6672,0.6734,6.1476,4.7532,8.6831,1.3573,2.258,14.253,12.313,7.6022,2.2895,3.2912,9.1554,1.1163,0.26655,9.22,7.215,6.998,4.4641,1.6616,8.8703,2.9863,1.4266,7.9149,9.7368,0.064295,9.6367
90,11.992,1.6443,6.7947,2.2266,4.9566,3.1233,3.0687,4.7569,0.22766,8.1453,2.998,0.22831,14.062,0.30125,5.2612,1.71,4.512,9.5681,6.1666,3.0874,0.97563,5.1445,1.6737,4.6489,3.5654,0.74839,0.52925,0.36992,12.098,10.283,13.85,23.465,8.267,0.41678,13.428,8.233,0.23538,4.9369,5.2833,8.7486,3.894,3.5421,3.8791,0.40561,1.6607,1.0394,9.674,11.234,0.037,2.2108
