0,119.49,22.632,154.16,33.947,60.281,77.289,10.768,94.463,131.22,43.732,164.72,130.41,66.117,48.209,57.764,167.84,136.71,163.08,36.385,40.875,154.21,100.22,172.47,8.6936,99.427,35.199,28.052,76.256,139.47,135.31,73.697,124.21,4.0061,131.19,146.81,6.3015,23.108,131.4,1.4873,34.307,41.748,51.374,148.41,152.08,144.34,165.28,99.996,152.77,95.291,141.23
10,72.89,61.752,77.663,48.054,64.529,69.645,73.535,72.768,74.729,63.174,84.921,83.938,67.913,67.622,69.615,95.017,83.325,69.721,64.89,67.093,76.383,70.411,77.955,68.106,62.645,65.94,73.058,68.539,70.775,75.528,54.63,84.057,65.4,69.785,100.96,65.444,59.154,81.72,57.609,71.85,68.643,68.826,77.452,87.624,76.66,67.179,87.162,85.04,60.459,76.498
20,56.739,76.913,69.454,68.359,70.265,77.031,56.199,80.414,81.288,61.698,83.687,65.877,65.749,65.681,52.141,72.004,72.382,77.177,63.229,63.572,76.216,61.924,81.004,65.957,87.191,63.444,63.067,68.121,78.857,71.521,66.055,78.953,64.796,64.705,67.516,55.768,74.035,93.769,58.006,62.476,51.464,66.267,71.614,96.218,73.069,65.096,85.054,79.771,59.139,78.788
30,78.292,72.28,77.456,47.94,70.37,68.503,65.998,61.15,71.061,62.316,77.061,68.979,60.848,46.459,56.73,74.279,73.242,73.245,63.774,77.379,92.481,66.949,66.063,68.544,73.428,57.643,64.698,56.508,79.373,77.055,51.258,80.644,56.556,58.651,66.158,58.567,72.61,83.828,56.898,70.78,68.499,69.935,81.886,83.925,78.64,78.576,78.216,72.315,62.316,82.154
40,67.004,61.125,83.479,45.771,74.556,54.064,56.35,69.814,73.496,70.199,78.671,70.872,66.322,65.137,46.773,79.485,71.629,70.418,62.841,69.433,85.806,75.789,76.578,58.971,87.964,54.177,68.849,59.732,71.344,72.312,76.738,77.282,48.492,58.99,74.152,57.848,59.532,80.052,58.294,64.387,66.772,66.853,83.923,68.756,69.012,83.524,79.058,69.646,66.935,85.475
50,76.648,65.901,75.407,65.117,65.601,70.819,81.067,67.459,59.248,74.044,77.63,62.815,69.457,55.379,64.902,81.98,63.12,67.879,57.42,71.841,74.702,70.703,76.588,71.479,68.369,59.715,69.721,63.001,73.705,70.297,65.685,70.222,70.11,71.662,76.594,52.863,59.985,83.425,65.064,52.848,66.928,56.787,79.64,82.893,66.674,94.291,73.324,68.533,60.533,64.617
60,70.281,73.374,74.112,63.996,64.836,60.286,70.541,69.953,63.775,62.471,77.906,61.927,61.154,69.07,61.096,75.584,63.318,73.73,66.646,72.34,86.201,62.723,73.415,70.579,59.376,70.074,63.825,65.766,70.97,69.544,67.579,70.55,66.963,53.782,71.903,59.528,56.105,84.285,56.59,57.329,57.759,76.686,77.854,84.987,70.866,71.882,82.125,82.711,66.435,71.531
70,70.905,59.791,66.81,52.039,59.724,69.31,66.416,73.638,57.357,72.959,61.806,77.688,61.397,59.502,68.152,85.188,65.731,80.1,55.837,55.449,95.636,72.063,56.14,55.651,94.837,66.003,59.558,67.56,77.968,83.892,59.54,74.884,57.387,73.624,74.65,66.528,61.004,88.363,56.9,66.703,65.808,75.207,78.757,91.507,63.432,81.448,72.782,67.541,67.546,76.651
80,74.019,69.964,69.431,63.271,61.827,73.451,57.721,76.015,68.723,59.867,79.315,70.264,65.759,54.227,59.945,81.69,65.756,78.048,67.119,72.405,81.675,71.156,74.507,73.513,75.062,46.411,73.469,64.095,68.041,80.353,60.116,79.335,59.3,74.979,63.293,57.465,52.122,92.458,62.539,72.345,63.231,69.071,71.274,82.071,70.676,82.894,74.417,69.504,64.794,74.554
90,73.371,70.301,73.213,48.628,81.708,75.351,72.913,71.27,68.747,65.121,89.496,77.018,73.339,63.299,75.269,89.308,68.813,78.87,64.722,74.231,91.646,66.423,62.285,64.757,72.514,64.957,78.155,58.133,68.219,74.97,67.233,72.791,60.571,70.817,73.051,55.307,60.712,81.618,58.903,68.091,70.375,65.196,72.505,100.48,73.738,86.035,69.424,76.251,53.273,80.815
100,76.436,64.816,75.919,55.283,70.918,60.48,53.447,64.944,55.833,57.888,82.168,72.396,71.619,66.59,56.893,80.226,69.04,77.152,61.976,57.043,79.605,58.281,70.629,62.919,73.405,50.398,80.378,61.452,69.258,76.501,58.305,79.127,74.535,81.443,65.118,61.166,55.41,86.059,57.98,74.031,85.048,72.721,91.061,88.683,72.462,81.575,81.087,76.733,84.903,73.474
110,61.983,70.392,60.196,47.881,66.877,79.979,59.535,79.229,58.801,61.873,81.774,70.011,79.146,59.303,75.662,86.517,73.625,76.07,67.011,78.219,75.334,73.811,69.6,75.327,83.136,60.259,67.725,71.245,58.024,74.211,72.96,81.337,41.927,73.336,74.633,58.543,47.404,77.342,55.208,72.767,62.609,74.55,65.861,81.573,68.487,90.013,71.838,76.727,63.611,79.905
120,69.233,68.072,70.687,51.816,66.827,76.242,73.172,69.619,60.925,62.089,74.324,67.465,57.577,63.514,45.727,82.125,64.768,70.087,57.286,62.138,74.755,63.958,71.893,67.857,81.662,53.631,58.466,71.342,71.095,76.103,67.675,77.922,64.444,77.255,75.691,57.056,63.805,84.385,65.781,77.64,69.305,67.622,79.979,77.927,75.096,91.938,72.995,70.322,55.752,64.857
130,85.22,68.455,72.553,66.079,72.57,62.457,65.237,65.584,58.685,75.609,80.372,67.699,69.947,64.961,53.718,88.753,81.51,70.604,79.207,65.302,81.884,76.916,69.359,77.363,68.795,52.564,69.407,54.24,82.82,59.364,69.385,79.031,48.761,75.474,63.707,56.949,60.718,83.456,58.699,71.444,57.145,62.593,66.471,86.639,76.546,82.908,77.513,66.156,67.175,72.805
140,69.827,68.219,75.365,59.638,63.781,75.634,55.513,74.664,75.847,80.573,79.004,69.769,67.346,69.795,56.88,74.664,65.452,71.574,59.734,58.474,71.206,72.76,74.543,64.783,59.037,60.967,57.857,69.446,71.61,72.672,61.488,81.655,62.989,76.886,77.672,63.69,53.641,78.078,64.546,72.017,64.802,77.788,72.882,80.777,75.395,93.406,81.648,78.66,63.936,76.484
150,74.62,63.071,68.622,51.403,69.905,67.956,68.094,74.084,65.98,54.486,91.781,79.484,67.869,61.566,54.339,90.826,73.495,76.293,65.66,54.019,87.016,66.589,75.159,57.567,69.783,59.757,70.254,71.036,67.457,62.3,70.231,78.225,70.003,72.26,72.842,56.86,66.414,85.689,65.083,67.591,84.549,81.167,65.141,90.31,72.52,84.48,80.504,69.468,76.68,84.124
160,70.328,64.045,64.96,49.417,72.088,71.628,62.597,64.526,77.887,68.447,75.041,71.105,65.921,66.789,69.877,83.813,74.693,81.025,71.998,58.05,73.515,73.376,54.234,62.18,56.979,52.411,49.31,54.225,76.208,66.591,52.925,83.394,73.312,66.473,75.039,60.037,56.554,86.741,63.334,61.689,76.656,65.605,70.959,93.913,75.478,70.345,73.309,75.009,79.641,96.055
170,76.555,65.027,80.409,62.948,71.09,58.937,50.47,59.827,65.6,60.434,77.237,75.322,69.996,63.393,60.779,89.823,77.215,72.413,58.324,66.494,74.479,70.967,61.868,56.442,73.344,82.359,74.502,56.967,65.008,73.882,66.469,82.247,58.453,71.904,67.491,69.686,52.963,80.605,54.187,70.017,66.517,69.847,76.544,90.923,78.414,78.982,80.044,71.083,76.416,63.424
180,79.364,66.294,71.779,47.745,72.287,69.302,58.879,69.197,65.431,55.568,70.91,67.838,70.466,60.55,60.729,104.79,71.094,72.466,62.162,59.072,87.764,76.508,69.705,66.221,65.083,69.303,59.321,57.727,61.567,76.997,66.702,79.213,70.392,81.083,67.969,59.507,65.071,71.141,61.904,69.253,66.339,87.391,85.715,88.036,66.533,89.389,87.751,58.061,70.733,74.649
190,70.493,76.45,74.609,55.451,73.345,56.466,65.647,59.308,67.539,65.816,86.609,69.337,71.996,55.63,67.621,71.959,64.189,78.089,61.444,63.074,78.359,75.232,72.438,73.735,68.655,65.93,62.724,69.59,72.594,72.846,68.925,66.579,66.471,66.503,72.067,60.381,62.781,82.79,45.239,65.285,68.091,69.481,78.286,83.362,85.523,87.222,84.65,80.904,69.688,65.106
200,78.715,59.319,67.083,58.422,78.601,65.66,63.824,70.214,62.507,55.764,75.12,73.099,58.49,67.286,57.981,81.207,63.717,72.917,58.595,54.722,68.374,68.487,67.757,72.172,64.983,64.04,56.682,57.737,65.754,64.828,71.73,73.604,65.29,74.042,75.605,58.706,67.588,77.068,50.851,66.409,61.121,76.923,64.055,78.705,68.075,78.787,83.682,73.257,59.345,95.693
