NR10000_NR_stdSS,NR10000_R_stdSS,NR5000_NR_stdSS,NR5000_R_stdSS,NR2500_NR_stdSS,NR2500_R_stdSS,NR1000_NR_stdSS,NR1000_R_stdSS
21.3860064986584,10.5860874748296,22.2308333919702,14.1114665744138,30.1652866499534,14.1170788974546,32.2097025385428,16.1983042653104
