0,119.49,22.632,154.16,33.947,60.281,77.289,10.768,94.463,131.22,43.732,164.72,130.41,66.117,48.209,57.764,167.84,136.71,163.08,36.385,40.875,154.21,100.22,172.47,8.6936,99.427,35.199,28.052,76.256,139.47,135.31,73.697,124.21,4.0061,131.19,146.81,6.3015,23.108,131.4,1.4873,34.307,41.748,51.374,148.41,152.08,144.34,165.28,99.996,152.77,95.291,141.23
10,118.12,7.0763,171.38,31.356,53.334,65.605,1.9059,95.756,55.249,55.707,146.53,129.19,65.633,31.054,56.702,171.06,123.81,174.96,2.9351,14.734,156.67,102.02,158.4,8.2417,94.919,33.687,83.655,81.171,128.75,140.4,73.543,124.66,24.75,134.52,147.94,6.1727,0.46203,138.6,53.696,33.221,152.51,46.128,151.1,152.67,156.47,165.98,103.92,144.34,83.295,150.24
20,116.04,0.41063,101.82,41.811,63.931,71.317,37.125,104.34,17.62,48.672,166.38,131.93,62.035,112.87,59.997,175.59,134.24,163.41,50.429,3.1944,163.09,95.387,156.93,11.053,91.409,31.637,125.06,87.211,131.77,137.29,82.028,128.48,31.368,144.57,145.65,0.21075,10.806,140.99,43.495,24.797,119.86,17.396,128.22,151.98,151.84,179.7,104.38,150.85,84.527,147.95
30,104.39,18.636,115.17,39.42,56.383,72.143,8.5025,98.544,14.717,48.002,144.76,129.71,64.765,152.67,50.661,172.6,132.94,168.86,69.883,14.701,156.28,108.9,152.14,14.426,109.02,44.038,170.98,103.81,105.83,135.68,81.852,129.06,44.233,164.53,144.49,4.267,18.367,145.78,53.44,33.394,49.306,7.26,129.39,138.77,124.35,177,95.085,148.96,89.651,126.79
40,88.005,40.783,69.242,30.865,56.633,76.518,2.823,94.012,48.814,48.082,140.85,115.05,61.945,154,49.675,166.28,146.02,179.06,167.66,8.6957,153.62,115.69,153.85,6.145,89.387,39.686,179.23,104.47,107.69,138.06,57.572,127.32,49.482,160.07,148.12,10.625,23.206,145.89,47.758,25.897,69.412,6.8158,137.36,133.43,142.8,164.64,100.35,176,71.528,126.78
50,79.285,52.376,71.727,22.734,53.537,92.437,22.526,88.421,39.143,72.02,26.865,117.82,66.713,164.74,44.014,173.68,143.97,175.22,77.36,6.0987,152.3,121.44,151.68,1.8884,103.55,38.438,79.118,107.39,108.77,148.48,65.208,134.12,50.941,160.55,142.39,15.319,18.135,148.81,41.894,18.959,87.509,30.016,97.772,131.21,167.93,178.03,92.45,160.44,63.988,106.25
60,72.154,59.062,88.586,31.875,62.009,96.491,32.796,69.431,54.498,72.835,43.544,115.65,65.713,137.05,39.971,147.36,141.94,133.39,91.937,20.688,157.27,123.98,142.4,9.6369,92.158,36.988,9.9647,103.64,100.44,153.09,77.068,122.62,60.335,172.04,143.31,13.963,14.757,141.19,53.945,17.708,106.51,55.035,91.394,122.63,178.68,161.87,86.963,169.44,67.579,106.13
70,71.019,29.856,82.795,22.009,62.629,87.715,44.292,74.179,45.728,90.298,7.8409,107.03,70.839,147.1,37.091,156.69,166.54,126.47,21.047,31.056,152.03,122.92,144.46,18.213,98.913,27.955,10.98,111.1,99.201,154.16,93.351,118.09,57.328,159.31,134.03,23.422,1.6785,142.42,58.963,28.305,28.072,45.893,83.639,123.76,130.85,166.69,85.361,169.35,46.867,87.258
80,53.63,13.957,80.234,23.964,62.554,85.532,34.915,79.998,33.923,88.899,14.329,88.807,70.182,98.933,33.681,135.78,165.47,129.54,32.975,29.285,141.62,129.79,150.15,21.564,114.88,12.426,35.248,113.9,100.27,161.35,105.45,115.12,53.899,144.95,133.65,27.263,11.922,137.21,64.465,28.796,48.353,61.507,83.336,115.97,121.12,163.28,89.796,179.07,41.21,84.304
90,48.71,5.1031,51.708,12.897,62.792,90.271,31.968,78.451,41.998,71.216,32.811,85.541,75.003,59.487,42.343,160.48,160.67,146.99,18.959,15.78,121.6,120.5,162.73,22.668,109.47,5.0486,18.959,115.45,88,160.7,117.09,105.33,44.445,103.87,140.79,25.765,3.9484,128.2,64.563,32.37,45.292,59.786,63.184,120.7,141.61,154.94,85.678,179.67,30.412,84.993
