0,119.49,22.632,154.16,33.947,60.281,77.289,10.768,94.463,131.22,43.732,164.72,130.41,66.117,48.209,57.764,167.84,136.71,163.08,36.385,40.875,154.21,100.22,172.47,8.6936,99.427,35.199,28.052,76.256,139.47,135.31,73.697,124.21,4.0061,131.19,146.81,6.3015,23.108,131.4,1.4873,34.307,41.748,51.374,148.41,152.08,144.34,165.28,99.996,152.77,95.291,141.23
10,125.64,61.459,148.89,58.459,49.255,74.858,18.354,91.188,65.887,33.753,146.07,162.11,60.863,57.492,69.156,175.49,134.42,136.66,21.681,40.72,150.68,107.28,174.48,17.7,73.308,34.356,25.737,75.407,122.89,127.48,65.348,120.79,20.356,137,154.33,1.0249,20.165,131.98,75.709,39.058,57.563,51.914,139.11,146.11,111.78,155.95,99.336,135.42,100.83,179.16
20,123.2,84.588,14.455,49.637,47.372,75.023,22.616,95.58,41.371,24.402,154.28,160.31,60.514,75.87,89.779,168.76,140.04,125.53,25.338,23.889,158.41,116.47,150.51,6.0405,57.596,11.063,25.809,75.191,88.331,123.38,64.248,123.74,53.932,127.05,155.22,0.93845,25.599,134.23,19.683,60.582,162.28,39.727,152.73,145.23,48.685,154.24,104.74,127.97,106.06,179.43
30,130.49,56.601,115.79,33.387,55.727,74.008,19.234,113.21,25.429,27.467,159.41,171.77,63.986,100.12,85.213,179.36,142.35,123.06,35.751,43.626,156.95,117,126.83,8.0496,4.4967,21.072,58.141,78.266,67.376,114.94,52.308,124.06,9.1305,128.47,175.91,4.7192,10.831,122.74,19.563,66.968,76.192,28.205,171.4,157.8,64.951,134.15,106.77,137.9,165.37,164.07
40,128.09,55.825,103.85,34.65,57.476,71.771,15.584,105.6,9.4803,23.379,164.68,166.34,64.977,96.097,67.348,179.43,153.57,121.1,2.2007,45.385,163.44,96.37,122.3,25.771,80.449,142.46,26.768,81.912,34.844,104.4,63.064,139.04,15.444,95.893,162.06,1.3285,28.648,123.1,1.1426,71.69,111.88,8.5838,179.73,153.77,64.149,119.62,112.45,128.56,82.806,162.86
50,128.09,69.057,67.749,32.783,50.968,59.226,21.004,101.26,23.89,30.672,123.83,158.19,52.976,83.881,61.241,177.48,131.31,128.67,6.4053,44.713,165.52,104.35,117.65,20.876,72.238,145.77,51.272,73.588,16.424,102.54,60.375,141.57,18.61,104,147.71,3.1919,30.422,114.91,3.8747,62.395,104.17,5.6969,166.56,154.96,90.997,132.84,106.72,145.02,148.81,97.372
60,140.61,70.983,117.33,30.457,65.119,59.707,16.045,89.054,32.224,32.944,73.805,161.21,45.098,87.454,32.544,177.81,119.42,132.39,24.042,47.479,169.55,111.69,138.15,27.782,63.107,103.91,56.923,61.832,22.975,93.146,52.057,127.34,19.26,140.14,145.66,3.3507,34.379,114.61,3.9584,57.968,130,11.267,175.83,171.18,45.694,136.75,101.04,119.83,179.54,48.493
70,147.79,63.399,9.2494,19.818,43.612,55.477,13.306,79.49,46.949,45.909,97.595,128.04,42.158,54.148,9.1335,179.88,104.77,120.74,24.006,50.722,175.49,125.02,132.7,39.629,56.655,131.17,68.732,46.664,39.685,92.142,45.511,121.88,15.174,137.19,174.99,9.2047,31.915,106.38,47.329,55.736,139.2,7.278,54.595,166.54,47.155,167.17,92.541,122.59,111.45,16.493
80,145.26,65.699,24.701,35.984,42.096,44.935,11.58,68.033,34.609,45.051,9.634,155.33,37.105,24.387,5.2674,150.83,95.602,106.49,29.055,51.885,170.46,136.66,140.55,22.856,57.885,88.533,64.261,50.672,42.984,94.311,49.517,121.57,33.47,70.114,162.62,0.46886,34.082,96.088,47.337,56.835,128.12,13.217,46.966,179.47,69.614,170.76,91.829,121.58,122.28,37.653
90,145.66,48.993,12.947,32.626,47.043,38.921,16.483,72.48,51.961,42.665,4.6063,64.655,34.803,43.652,26.148,101.07,123.3,90.465,2.0943,41.98,168.66,173.73,140.2,11.778,54.42,63.376,61.908,51.037,50.033,92.316,38.994,111.39,48.572,5.9308,176.33,2.3653,41.52,96.494,47.025,57.16,58.935,18.813,5.5312,171.86,23.817,173.41,93.946,94.313,26.898,51.743
